	cluster	cluster_color	dataset	dataset_color	type	type_color
MCC_GSE118056_aPDL1.31	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	MCC_GSE118056_aPDL1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
ALL_GSE132509.94	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
BRCA_GSE139495.93	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
BLCA_GSE145281_aPD1.33	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	BLCA_GSE145281_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
UVM_GSE139829.4	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	UVM_GSE139829	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	UVM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
CLL_GSE142744.22	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	CLL_GSE142744	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	CLL	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_GSE117570.7	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_GSE153935.47	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC_GSE153935	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
PAAD_GSE111672.82	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PAAD_GSE111672	(1.0, 0.4980392156862745, 0.054901960784313725)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
PBMC_60K.11	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC_60K	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BRCA_GSE150660.14	3	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	BRCA_GSE150660	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
ALL_GSE154109.52	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_GSE143423.6	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC_GSE143423	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
BRCA_GSE139495.72	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SKCM_GSE115978_aPD1.16	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SKCM_GSE115978_aPD1	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
PAAD_CRA001160.69	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
CHOL_GSE142784.92	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	CHOL_GSE142784	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	CHOL	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
ALL_GSE132509.67	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_GSE117570.81	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
PAAD_GSE141017.80	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PAAD_GSE141017	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
OV_GSE130000.69	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	OV_GSE130000	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
PRAD_GSE141445.61	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
OV_GSE115007.6	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	OV_GSE115007	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
HNSC_GSE103322.85	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
MCC_GSE117988_aPD1aCTLA4.67	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	MCC_GSE117988_aPD1aCTLA4	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
SCC_GSE144236.6	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NPC_GSE150430.34	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
SCC_GSE145328.37	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
BRCA_GSE143423.18	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA_GSE143423	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
BRCA_GSE114727_inDrop.49	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA_GSE114727_inDrop	(1.0, 0.4980392156862745, 0.054901960784313725)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
PBMC_30K.83	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC_30K	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
PBMC_60K.64	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC_60K	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
SKCM_GSE148190.61	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SKCM_GSE148190	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
MCC_GSE118056_aPDL1.80	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	MCC_GSE118056_aPDL1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
AEL_GSE142213.43	4	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	AEL_GSE142213	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	AEL	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
BRCA_GSE110686.47	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BRCA_GSE110686	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
MCC_GSE118056_aPDL1.58	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	MCC_GSE118056_aPDL1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
COAD_GSE108989.91	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	COAD_GSE108989	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NSCLC_GSE143423.28	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC_GSE143423	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
NPC_GSE150430.63	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
KIRC_GSE111360.2	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
SCC_GSE144236.4	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
ALL_GSE132509.84	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
MCC_GSE117988_aPD1aCTLA4.95	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	MCC_GSE117988_aPD1aCTLA4	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
SCC_GSE145328.11	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NB_GSE154037.63	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NB_GSE154037	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NB	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
LIHC_GSE98638.89	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	LIHC_GSE98638	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	LIHC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
COAD_GSE146771_Smartseq2.38	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
OV_GSE115007.86	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	OV_GSE115007	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
SKCM_GSE115978_aPD1.46	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SKCM_GSE115978_aPD1	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
BRCA_GSE114727_10X.66	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
OV_GSE154600.88	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
UVM_GSE139829.70	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	UVM_GSE139829	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	UVM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NHL_GSE128531.2	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
PAAD_CRA001160.63	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
SCC_GSE123813_aPD1.47	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SCC_GSE123813_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
MB_GSE119926.59	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	MB_GSE119926	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	MB	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
AEL_GSE142213.73	5	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	AEL_GSE142213	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	AEL	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
COAD_GSE146771_Smartseq2.8	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
ALL_GSE132509.13	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
MCC_GSE117988_aPD1aCTLA4.56	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	MCC_GSE117988_aPD1aCTLA4	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
OV_GSE130000.79	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	OV_GSE130000	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
NSCLC_GSE143423.17	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC_GSE143423	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
BRCA_GSE139495.6	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
BRCA_GSE114727_inDrop.3	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BRCA_GSE114727_inDrop	(1.0, 0.4980392156862745, 0.054901960784313725)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
CLL_GSE142744.36	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	CLL_GSE142744	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	CLL	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
UVM_GSE139829.44	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	UVM_GSE139829	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	UVM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
PBMC_60K.48	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PBMC_60K	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BRCA_GSE150660.52	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BRCA_GSE150660	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
NSCLC_EMTAB6149.65	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
PAAD_CRA001160.50	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
BLCA_GSE145281_aPD1.98	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BLCA_GSE145281_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
MCC_GSE118056_aPDL1.87	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	MCC_GSE118056_aPDL1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NSCLC_GSE153935.65	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC_GSE153935	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
COAD_GSE146771_10X.23	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
GBM_GSE131928_Smartseq2.83	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	GBM_GSE131928_Smartseq2	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
ALL_GSE154109.23	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
STAD_GSE134520.67	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	STAD_GSE134520	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	STAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
PBMC_30K.71	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PBMC_30K	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
OV_GSE154600.90	6	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
KIRC_GSE111360.94	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
NSCLC_GSE99254.40	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
OV_GSE154600.24	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
NSCLC_GSE117570.80	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
COAD_GSE146771_10X.6	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE146771_Smartseq2.26	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
LECR_GSE139555_UCEC.62	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	LECR_GSE139555_UCEC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	LECR	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
OV_GSE130000.6	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	OV_GSE130000	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
NHL_GSE128531.22	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
UVM_GSE139829.3	7	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	UVM_GSE139829	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	UVM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
